Facility ID,Net Generation (Megawatthours),Total Gross Load (MW),ratio (net/gross)
2039,124020.998,131013.0,0.9466312350682757
2042,321.0,321.0,1.0
2079,3018235.96,3214143.0,0.9390484368617078
2082,21.0,285.0,0.07368421052631578
2092,29182.0,31337.0,0.9312314516386381
2103,16728971.689,17606884.0,0.9501381214870275
2107,3986363.9919999996,4305000.0,0.9259846671312426
2161,73248.0,75373.0,0.9718068804479058
2167,6738551.992000001,7087843.0,0.9507197030182526
2168,6938209.000999999,7303618.0,0.9499687690402208
2226,33116.0,36315.0,0.9119096791959246
2250,-49.0,282.0,-0.17375886524822695
2277,703722.998,796046.0,0.8840230313323603
2290,9879.0,10461.0,0.9443647834815028
2291,1540415.01,1695407.0,0.9085812492221632
2330,468774.0,499777.0,0.937966332984511
2364,240579.997,260444.0,0.9237302337546651
2390,525.0,2930.0,0.17918088737201365
2399,52971.0,63001.0,0.840796177838447
2404,270062.0,325739.0,0.8290748114287819
2434,67305.0,76426.0,0.8806557977651585
2442,8239232.974,8885436.0,0.9272739091249996
2450,167095.0,182278.0,0.9167041551915206
2494,61020.0,66019.0,0.9242793741195716
2514,4559.0,4885.0,0.933265097236438
2516,4088643.0500000003,4306088.0,0.9495029014734488
2517,337717.998,380257.0,0.8881309167221116
2527,624908.0,669393.0,0.933544270704952
2594,85119.0,103362.0,0.8235038021710106
2625,1959440.044,2054536.0,0.9537141447022588
2628,701.0,1037.0,0.6759884281581485
2632,639.0,883.0,0.7236693091732729
2679,33278.0,34831.0,0.9554132812724297
2721,6186918.033,6747718.0,0.9168904262152034
2727,6943515.015000001,7472710.0,0.9291829891699264
2817,2354002.984,2658404.0,0.8854948247143776
2823,3723949.989,4170707.0,0.8928821873605602
2861,182.0,600.0,0.30333333333333334
2869,1305711.9840000002,1314043.0,0.9936600126479881
2876,5382928.9799999995,6037709.0,0.8915515769309186
2952,2918299.0,3089089.0,0.9447118551780153
2953,491356.0,530952.0,0.9254245204839608
2956,1991596.0,2121305.0,0.9388541487433443
3008,160219.0,170156.0,0.9416006488163803
3111,16293.0,16432.0,0.9915408958130477
3116,2339.0,3121.0,0.7494392822813201
3132,11413.0,11905.0,0.9586728265434691
3140,4191478.0,4490501.0,0.9334098801002383
3148,2249589.977,2368441.0,0.949818879592103
3149,4717152.989,4938869.0,0.9551079384774126
3168,5753.0,7087.0,0.8117680259630309
3250,56235.0,60184.0,0.9343845540342949
3287,227920.0,246133.0,0.9260034209147087
3291,0.0,20259.0,0.0
3297,2393461.955,2616940.0,0.91460329812682
3298,2447007.9820000003,2657891.0,0.9206577628653697
3318,79.0,408.0,0.19362745098039216
3338,56170.0,69343.0,0.8100312937138572
3403,4324100.009,5671516.0,0.7624240166121368
3407,3382007.912,4208006.0,0.8037079585913138
3439,24064.0,26368.0,0.912621359223301
3452,1916363.004,1988236.0,0.9638508728340096
3453,546347.0,577447.0,0.946142243357399
3457,1867914.0,1936002.0,0.9648306148444061
3459,3481227.013,3798056.0,0.9165812755262165
3460,1642498.0,1738202.0,0.9449408066496299
3464,17563.0,19481.0,0.9015450952209846
3482,2932386.0069999998,3071920.0,0.9545775954451938
3484,1665814.0,1779659.0,0.9360298798814829
3490,1138471.048,1196145.0,0.9517834777556232
3491,894220.0,957526.0,0.933885868373287
3492,35262.0,41401.0,0.8517185575227652
3494,669542.004,682302.0,0.9812986097065521
3576,51072.0,57147.0,0.8936952070974854
3609,385732.0,423629.0,0.9105420072752337
3611,2278173.0,2352898.0,0.9682412922277124
3628,880411.0020000001,1125238.0,0.7824220316057582
3648,229850.0,288541.0,0.7965938982674906
3775,277194.0,299443.0,0.9256987139455589
3785,2644.0,2645.0,0.9996219281663516
3845,3150473.011,3405118.0,0.9252169854319292
3943,6131291.006,6692700.0,0.9161162170723326
3944,10755095.13,11614581.0,0.9259994079855314
3982,176941.005,182106.0,0.9716374254555039
3991,-120.0,207.0,-0.5797101449275363
3992,58585.0,68302.0,0.8577347661854704
4041,2101471.033,2364397.0,0.8887978765833318
4050,1995648.989,2139779.0,0.9326425714992063
4072,109890.0,115252.0,0.9534758615902544
4078,4842419.976,5371834.0,0.9014463172168016
4158,4273470.96,4713615.0,0.906622827702305
4162,2281351.0300000003,2523597.0,0.904007664456726
4266,19674.0,24821.0,0.792635268522622
4271,1283202.037,1411354.0,0.9091992774314595
5083,119393.00200000001,135147.0,0.8834306495889661
6002,19017972.0,20338796.0,0.9350588894249198
6004,387308.005,559838.0,0.6918215715974979
6009,3871367.987,4121158.0,0.9393883920490309
6017,3712606.034,4018509.0,0.9238765009609285
6018,2593872.0130000003,2875287.0,0.902126296609695
6021,3780111.97,4251787.0,0.889064285205256
6035,1249696.988,1338751.0,0.9334797792868128
6041,8799924.014,9763931.0,0.9012685581247963
6055,2627281.0,2770048.0,0.9484604598909477
6063,16741.0,16957.0,0.9872618977413458
6064,1423584.041,1580562.0,0.9006821883608488
6065,5774936.993000001,6254317.0,0.923352141089107
6068,8376256.973999999,9380192.0,0.892972870278135
6071,8931524.947999999,9629805.0,0.9274876228542529
6074,51071.0,51077.0,0.9998825302973942
6076,9171195.03,10134519.0,0.9049462564528222
6077,6901388.044,7356277.0,0.9381631556288595
6085,1486370.0389999999,1806589.0,0.8227494128437624
6090,7312757.028999999,7907771.0,0.9247557913601695
6095,2907449.034,3129952.0,0.9289117002433264
6096,6817597.02,7392527.0,0.9222282204718358
6101,2092005.0450000002,2389335.0,0.8755595364400556
6113,10644302.503,11787164.0,0.9030418600267206
6124,35533.0,47043.0,0.7553302297897668
6138,2949322.023,3181771.0,0.9269435239053974
6139,4114515.954,4430080.0,0.9287678673974284
6146,8534307.020000001,9357189.0,0.9120588480151466
6156,105897.0,120758.0,0.87693568956094
6165,6833657.998000001,7565512.0,0.9032644450236812
6177,2933440.013,3378612.0,0.8682382034397557
6178,3098880.998,3325102.0,0.9319656954884392
6179,8452543.018,9074482.0,0.9314628667509616
6180,11052120.69,12059189.0,0.9164895491728341
6193,2018141.0,2184917.0,0.9236694116984764
6194,2911290.03,3160139.0,0.921253789785829
6204,9071841.033,9865093.0,0.9195900163333482
6213,4820410.032000001,5140682.0,0.9376985450568622
6243,195191.0,237079.0,0.8233162785400647
6248,1174417.975,1312900.0,0.8945220313809126
6249,4216009.044,4797552.0,0.8787833970324865
6254,2832693.9740000004,3080705.0,0.9194953668072732
6257,7682535.96,8703169.0,0.882728573925199
6469,5992021.971,6395198.0,0.9369564430999634
6635,0.0,11334.0,0.0
6639,713488.0,835510.0,0.8539550693588347
6641,6535519.971,6874483.0,0.9506925787728328
6651,257.0,359.0,0.7158774373259053
6652,1652.0,1721.0,0.9599070307960488
6664,4534173.048,4883999.0,0.9283730500354321
6705,2977651.0250000004,3344569.0,0.8902943921922377
6741,449.0,450.0,0.9977777777777778
6761,1333883.997,1598489.0,0.8344655465255
6768,1469183.97,1600074.0,0.918197514614949
6772,1594715.033,1711034.0,0.932018319332053
6823,2337536.9579999996,2580560.0,0.9058254634652942
7030,2230399.037,2535312.0,0.8797335542923317
7097,6462272.955999999,6861023.0,0.9418818383206119
7138,15720.0,17357.0,0.9056864665552803
7155,1132.0,1202.0,0.9417637271214643
7158,321121.0,389277.0,0.8249164476709386
7159,203386.998,219882.0,0.9249824815128114
7203,20289.0,44291.0,0.45808403513129076
7210,1740565.039,1874423.0,0.9285871113403965
7212,166106.999,177133.0,0.9377529822223979
7213,1643625.024,1739862.0,0.9446870062108373
7237,238535.00100000002,253461.0,0.9411112597204304
7270,215006.00100000002,227723.0,0.9441558428441572
7277,957897.9990000001,995524.0,0.9622048278092744
7288,43017.0,45534.0,0.9447226248517592
7315,133198.0,150703.0,0.8838443826599338
7318,3288.0,3746.0,0.8777362520021356
7325,751560.0,769400.0,0.9768131011177541
7335,45145.0,48433.0,0.932112402700638
7336,92279.0,230934.0,0.3995903591502334
7343,1835336.9540000001,2029829.0,0.9041830390638818
7348,4612.0,6254.0,0.7374480332587144
7350,2011907.0,4244672.0,0.47398409111469625
7425,57526.0,57764.0,0.9958797867183713
7456,793245.0,806649.0,0.9833831071506938
7504,641838.005,697898.0,0.919673082599463
7515,7492.0,8271.0,0.9058154999395478
7604,1671287.0,1715236.0,0.9743772868573187
7605,1317428.0,1461658.0,0.9013243864159742
7749,92850.0,93772.0,0.990167640660325
7754,38936.0,39055.0,0.9969530149788759
7759,306968.0,499677.0,0.6143328590269314
7760,53790.0,65492.0,0.821321688145117
7763,274901.0,295369.0,0.9307036283428525
7764,127533.999,134283.0,0.9497404660306963
7768,29258.0,30597.0,0.9562375396280681
7783,2262.0,2358.0,0.9592875318066157
7790,2536558.981,2664547.0,0.9519663120973284
7813,415682.0,440298.0,0.9440924101404049
7825,285318.0,289468.0,0.9856633548440588
7829,149097.0,160403.0,0.9295150340080921
7835,407686.0,428705.0,0.9509709473880641
7836,687397.002,711871.0,0.9656201783750146
7837,646053.004,688646.0,0.9381496501831129
7838,1269192.049,1312785.0,0.9667935335946101
7839,992525.0,1029385.0,0.9641922118546511
7843,156841.999,170311.0,0.9209152609050503
7844,1983.0,2052.0,0.966374269005848
7848,222664.001,237479.0,0.9376155407425498
7863,466.0,89502.0,0.005206587562289111
7869,136974.996,150638.0,0.9092990878795524
7872,327868.0,358628.0,0.9142286714924658
7909,120405.0,139961.0,0.8602753624223891
7910,98972.0,112004.0,0.8836470126066927
7912,41326.0,49945.0,0.8274301731905096
7913,119912.0,140563.0,0.8530836706672453
7914,115477.0,135135.0,0.8545306545306546
7915,92786.0,102813.0,0.9024734226216529
7916,412307.001,442224.0,0.9323487666883751
7928,53600.0,54961.0,0.975236986226597
7929,239230.0,248988.0,0.960809356274198
7948,163729.0,172776.0,0.9476374033430569
7953,926368.0,937701.0,0.9879140578926545
7960,101483.0,107588.0,0.9432557534297505
7962,80041.0,89263.0,0.8966873172535093
7967,65782.0,71372.0,0.9216779689514095
7972,290873.0,303379.0,0.9587776345758935
7975,266613.999,273410.0,0.9751435536373945
7981,116550.0,123030.0,0.9473299195318216
7987,3387.0,3631.0,0.9328008812999173
7988,282338.0,300676.0,0.9390107624153574
7989,262135.0,292148.0,0.8972678231581254
8002,132077.0,141240.0,0.9351246105919003
8006,676128.0,724719.0,0.9329519441328294
8012,20455.0,25651.0,0.797434797863631
8016,132.0,141.0,0.9361702127659575
8023,5956444.981,6499109.0,0.9165017821673709
8029,30464.0,31619.0,0.9634713305291123
8042,7727876.968,8239193.0,0.9379410056300417
8048,2015598.0,2142194.0,0.9409035782940294
8053,61526.0,69983.0,0.8791563665461612
8054,566837.002,601783.0,0.941929236950861
8063,48779.0,73702.0,0.6618409269762014
8066,7596778.977,8271617.0,0.918415223649741
8069,4260189.039,4737693.0,0.8992117131692576
8219,1273795.0089999998,1396513.0,0.9121254216752726
8222,2131055.991,2269695.0,0.9389173395544335
8223,5549273.635,6413913.0,0.8651931566580339
8224,1297694.969,1548239.0,0.8381748354097784
10143,724372.999,848302.0,0.853909337712277
10294,24287.0,31995.0,0.7590873573995937
10350,2626.0,2919.0,0.8996231586159644
10525,284361.0,315531.0,0.9012141437766812
10603,306986.998,356662.0,0.8607224711351364
10649,36314.0,40303.0,0.9010247376125847
10650,5216.0,5689.0,0.9168570926349094
10776,4705.0,5377.0,0.875023247163846
10870,8096.0,8671.0,0.9336870026525199
50137,4591.0,5150.0,0.8914563106796116
50243,11217.0,14336.0,0.7824358258928571
50612,5258.0,5789.0,0.9082743133529106
50865,261655.0,270582.0,0.9670081527965645
50888,571188.003,653416.0,0.8741567439426032
50951,225810.00100000002,261216.0,0.8644570049307854
52087,173987.00300000003,181272.0,0.9598117911205262
52176,427537.0,441189.0,0.9690563454664555
54149,284604.998,483195.0,0.5890065046202879
54238,355474.005,386091.0,0.9207000551683412
54751,116482.99900000001,139899.0,0.8326220987998485
54768,21065.0,22969.0,0.9171056641560364
54854,29784.0,35015.0,0.8506068827645294
55015,3304763.0,3382654.0,0.9769734060888284
55029,180193.0,195358.0,0.922373283919778
55039,287612.996,296161.0,0.9711373070728421
55041,809512.0,831192.0,0.9739169770642644
55061,82560.0,109387.0,0.7547514786949089
55064,1373688.0,1778071.0,0.7725720738935622
55081,119443.0,127612.0,0.9359856439833244
55091,6947910.0,7147859.0,0.9720267285630564
55101,136326.0,139635.0,0.9763025029541305
55102,22260.0,22814.0,0.9757166652055755
55111,422287.0,457613.0,0.9228037665013887
55116,1813450.017,1833260.0,0.9891941224921724
55126,3368307.0,3459960.0,0.9735103874033226
55127,283691.0,310433.0,0.9138558078554793
55128,353884.0,654488.0,0.540703572869174
55135,482736.0,509649.0,0.9471930681704467
55141,722241.0,738801.0,0.9775853037556798
55144,5338430.0,5562075.0,0.9597910851615629
55148,203355.0,214713.0,0.9471014796495787
55151,1706371.0,1781651.0,0.957747055961016
55164,207287.999,219426.0,0.9446829409459226
55165,138806.0,145537.0,0.9537505926328013
55166,995389.003,1057256.0,0.9414834278547486
55192,3697.0,13997.0,0.26412802743445024
55196,147318.0,166273.0,0.8860007337330775
55198,774692.0,809847.0,0.956590565872319
55202,66565.0,81970.0,0.8120653897767476
55204,3060.0,4960.0,0.6169354838709677
55207,46353.0,51236.0,0.9046959169334062
55224,153310.0,168738.0,0.9085683130059619
55232,129253.00200000001,134767.0,0.9590849540317734
55234,402766.0,412989.0,0.9752463140664763
55236,65200.0,86901.0,0.7502790531754525
55237,183907.0,185250.0,0.9927503373819163
55238,106527.0,113047.0,0.9423248737250878
55247,543924.998,583375.0,0.9323762554103279
55251,719948.0,759513.0,0.947907409089772
55276,702143.0,717732.0,0.9782801937213333
55279,498735.0,533811.0,0.9342913503093792
55286,579647.9959999999,613765.0,0.9444135719697277
55296,7630.0,9869.0,0.7731279764920458
55304,77589.0,80857.0,0.9595829674610733
55347,1286225.962,1346831.0,0.9550017500339687
55348,1276804.9689999998,1339059.0,0.9535091202105358
55349,1538323.0,1589383.0,0.9678743260749612
55365,70669.0,79354.0,0.8905537212994934
55377,145465.0,165308.0,0.8799634621433929
55381,44181.0,51924.0,0.8508782066096603
55391,496408.001,510526.0,0.9723461704203116
55392,468240.00200000004,499566.0,0.9372935748229464
55395,64694.0,68408.0,0.9457081043152847
55402,1234095.0,1281215.0,0.9632224099780287
55409,87605.0,103714.0,0.8446786354783347
55414,481182.0,512931.0,0.9381027857548091
55415,617283.003,664710.0,0.9286500925215508
55417,-2541.0,1636.0,-1.5531784841075795
55433,151814.0,163405.0,0.9290658180594229
55447,50997.0,55033.0,0.9266621845074773
55453,237664.0,257086.0,0.92445329578429
55477,36484.0,39716.0,0.9186222177459966
55478,144457.0,157810.0,0.9153855902667765
55479,538741.001,600446.0,0.8972347238552677
55486,410721.0,435466.0,0.9431758162520151
55496,-1353.0,4962.0,-0.27267230955259975
55499,6947.0,8894.0,0.7810883741848437
55504,147809.99599999998,150365.0,0.983007987231071
55505,102228.005,103705.0,0.9857577262427077
55508,1871.0,2543.0,0.7357451828548958
55510,9104.0,12342.0,0.7376438178577216
55512,9748.0,10607.0,0.9190157443197888
55513,2206.0,3001.0,0.7350883038987004
55517,106980.0,129859.0,0.8238166010827128
55522,313093.0,334832.0,0.9350749032350552
55538,3243.0,4079.0,0.7950478058347634
55541,6246.0,7611.0,0.8206543161214033
55542,23036.0,28936.0,0.7961017417749516
55622,396464.0,423346.0,0.9365011125651358
55625,2560.0,3189.0,0.8027594857322045
55627,3960.0,6696.0,0.5913978494623656
55645,405745.00100000005,428838.0,0.9461498304721131
55651,123576.0,130389.0,0.9477486597795827
55654,244435.0,267060.0,0.915281210214933
55698,2981.0,3708.0,0.8039374325782093
55708,250745.0,286088.0,0.8764610888957244
55718,704817.0,712039.0,0.9898572971424318
55733,999149.0,1005111.0,0.9940683168326683
55749,177947.99599999998,209709.0,0.8485472535751922
55786,32086.0,40333.0,0.795527235762279
55802,147133.0,152499.0,0.9648128840189116
55807,3772.0,4446.0,0.8484030589293747
55810,30910.0,38202.0,0.8091199413643265
55847,35446.0,39087.0,0.9068488244173255
55855,3927.0,4812.0,0.8160847880299252
55856,12192563.619,13095294.0,0.9310645197427413
55936,56116.0,59468.0,0.9436335508172462
55951,3753.0,4215.0,0.890391459074733
55963,12349.0,14940.0,0.8265729585006694
55969,24868.0,28147.0,0.883504458734501
55972,154720.0,163111.0,0.9485565044662837
56013,243481.00100000002,265689.0,0.9164135549458202
56018,48529.0,49921.0,0.9721159431902405
56068,7378145.040000001,7935983.0,0.929707767771176
56108,46608.0,57143.0,0.8156379609050978
56135,2826.0,5232.0,0.5401376146788991
56143,16844.0,22170.0,0.759765448804691
56151,218448.0,228734.0,0.955030734390165
56166,452483.0,475932.0,0.9507303564374743
56232,7041.0,8318.0,0.8464775186342871
56238,220737.0,236424.0,0.9336488681352147
56239,7634.0,9636.0,0.7922374429223744
56241,809382.001,828636.0,0.9767642257879214
56253,145038.0,158769.0,0.913515862668405
56283,75715.0,89403.0,0.8468955180474929
56319,595589.0009999999,662410.0,0.8991244108633625
56326,2135434.0,2204576.0,0.9686370531113466
56397,37882.0,43842.0,0.8640572966561745
56445,705438.002,723250.0,0.9753722806774974
56456,3680116.977,4022798.0,0.9148152547058043
56471,2632.0,4808.0,0.5474209650582362
56472,2190.0,4551.0,0.4812129202373105
56473,1052.0,2545.0,0.41335952848722984
56474,5447.0,7173.0,0.7593754356615084
56475,1974.0,4420.0,0.446606334841629
56482,55227.0,58915.0,0.9374013409148774
56502,584698.0,644736.0,0.9068797151081993
56564,3361493.039,3565600.0,0.9427566297397352
56569,35025.0,40926.0,0.8558129306553292
56596,95020.0,112839.0,0.842084740205071
56603,287365.0,310181.0,0.9264429478272364
56604,256789.0,274105.0,0.9368271282902537
56606,231170.0,236995.0,0.9754214223928774
56609,2291881.0149999997,2630568.0,0.8712494849021198
56611,718678.0,772350.0,0.9305081892924192
56629,54967.0,69326.0,0.7928771312350344
56639,6453.0,8125.0,0.7942153846153847
56671,4630892.004,5145838.0,0.8999296137966255
56674,58082.0,67273.0,0.863377580901699
56799,658098.003,694266.0,0.9479046979111753
56803,760356.0,850785.0,0.8937111020998254
56914,9079.0,11010.0,0.824613987284287
56948,58818.0,82083.0,0.716567376923358
56964,931725.0029999999,1008570.0,0.9238079687081708
57001,19841.0,24119.0,0.8226294622496787
57027,13331.0,15502.0,0.85995355438008
57029,985818.003,1050898.0,0.9380720136492791
57241,452855.001,515138.0,0.8790945358331166
57267,15664.0,28543.0,0.5487860421119013
57482,140118.0,169687.0,0.8257438695951959
57483,29135.0,36303.0,0.8025507533812632
57515,45060.0,56912.0,0.7917486646050043
57555,46864.0,58489.0,0.801244678486553
57842,354088.0,365511.0,0.9687478625814271
57943,841689.0,870897.0,0.9664621648713912
58054,390190.001,444754.0,0.8773164513416405
58122,2394.0,4185.0,0.5720430107526882
58235,70158.0,79460.0,0.8829348099672791
58284,14915.0,16369.0,0.9111735597776285
58325,118067.0,121346.0,0.9729780956933067
58378,200538.0,350310.0,0.5724586794553396
58413,4320.0,4835.0,0.8934850051706308
58420,5197158.0,5276583.0,0.9849476450953202
58426,6102059.0,6199824.0,0.9842310039768871
58471,934612.0,973011.0,0.9605359034995493
58562,911650.998,931082.0,0.9791307296242436
59882,210884.997,237647.0,0.8873875832642533
59906,7044975.0,7134891.0,0.987397705164662
59926,775507.0,796822.0,0.9732499855676675
60264,103084.0,115713.0,0.8908592811525067
60357,9043168.0,9250743.0,0.9775612618359412
60387,858092.004,904539.0,0.9486511958025027
60459,25972.0,30921.0,0.8399469616118496
60460,51297.0,56995.0,0.9000263180980788
60468,45161.0,52052.0,0.8676131560746946
60698,1650.0,2786.0,0.5922469490308686
61035,3377539.0,3445379.0,0.9803098585090348
61144,455359.0,483100.0,0.9425771061891948
61241,49088.0,56705.0,0.8656732210563443
61242,98335.0,108605.0,0.9054371345702316
61322,3808688.0,3902973.0,0.9758427742134009
61966,25150.0,27420.0,0.9172137126185266
62548,74098.0,84915.0,0.8726137902608491
62565,4258836.0,4357869.0,0.9772749020220662
62926,7550957.0,7665081.0,0.98511118147349
62949,11309051.0,11571281.0,0.9773378591359072
63335,335520.0,385536.0,0.8702689243027888
63559,8314.0,11668.0,0.7125471374700034
63688,598589.0,669396.0,0.8942225528685561
63931,6456046.0,6652552.0,0.9704615612174095
64383,190064.0,213186.0,0.8915407203099641
65372,352736.0,391632.0,0.9006822731543899
65373,298742.0,333459.0,0.8958882501297011
66600,19236.0,22049.0,0.8724205179373214
66604,493988.0,549574.0,0.8988562049878633
